Train Acc,Train Acc Raw,Train Loss,Test Acc,Test Acc Raw,Test Loss
0.6108852230483272,0.15746979553903345,0.02221590007367963,0.6240571120689655,0.16904633620689655,0.021948365976327454
0.6256389405204461,0.17675418215613384,0.02042649218944147,0.6427801724137931,0.1900592672413793,0.020266322539476998
0.7264753717472119,0.21189591078066913,0.017107505389388832,0.7268318965517241,0.21942349137931033,0.017203790352454985
0.7650441449814126,0.23152881040892193,0.014669616280822948,0.7627963362068966,0.24245689655172414,0.014886645515898949
0.7942611524163569,0.2397188661710037,0.013704230101799877,0.8002424568965517,0.2535021551724138,0.01393422278061766
